Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Total_Pages_Viewed,Total_Browsing_Duration,Product_Page_Share,Avg_Duration_Per_Page,Product_Duration_Share,Revenue
1,466.0,0,0.0,6,609.5416667,0.033333333,0.116666667,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,7,1075.5416667,0.8571428571428571,153.64880952857143,0.5667299422905752,False
1,16.6,0,0.0,39,581.9419883,0.0,0.000732601,68.32050059,0.0,Aug,2,2,5,2,New_Visitor,False,40,598.5419883000001,0.975,14.963549707500002,0.9722659390243484,True
0,0.0,0,0.0,7,499.5,0.0,0.033333333,0.0,0.8,May,2,4,1,5,New_Visitor,False,7,499.5,1.0,71.35714285714286,1.0,False
0,0.0,0,0.0,4,29.0,0.1,0.125,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,4,29.0,1.0,7.25,1.0,False
3,83.4,0,0.0,43,2013.659524,0.0,0.009090909,0.0,0.0,Oct,2,2,1,20,Returning_Visitor,False,46,2097.059524,0.9347826086956522,45.58825052173913,0.9602300273094204,False
0,0.0,3,101.0,7,208.5,0.0,0.025,0.0,0.0,May,2,2,1,5,New_Visitor,False,10,309.5,0.7,30.95,0.6736672051696284,False
0,0.0,0,0.0,9,113.0,0.066666667,0.088888889,0.0,0.8,May,2,2,3,6,Returning_Visitor,False,9,113.0,1.0,12.555555555555555,1.0,False
4,25.5,0,0.0,28,775.5,0.006451613,0.027915633,24.13073118,0.0,Mar,2,2,4,2,Returning_Visitor,False,32,801.0,0.875,25.03125,0.9681647940074908,False
0,0.0,0,0.0,7,354.5,0.028571429,0.04,0.0,0.0,Nov,2,2,4,8,Returning_Visitor,False,7,354.5,1.0,50.642857142857146,1.0,False
3,188.0,0,0.0,22,1436.45,0.0,0.009090909,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,25,1624.45,0.88,64.97800000000001,0.8842685216534827,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,3,2,9,13,Returning_Visitor,False,2,0.0,1.0,0.0,0.0,False
1,10.0,0,0.0,39,1152.5,0.011965812,0.017802198,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,40,1162.5,0.975,29.0625,0.9913978494623656,False
0,0.0,4,37.0,69,4112.394444,0.007123288,0.022355057,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,73,4149.394444,0.9452054794520548,56.84101978082191,0.9910830362118256,False
0,0.0,0,0.0,26,548.2678571,0.024,0.046666667,0.0,0.0,Nov,1,2,6,2,Returning_Visitor,False,26,548.2678571,1.0,21.087225273076925,1.0,False
1,10.0,0,0.0,11,578.0,0.0,0.011688312,0.0,0.0,May,1,2,1,1,Returning_Visitor,False,12,588.0,0.9166666666666666,49.0,0.9829931972789115,False
3,22.0,2,69.5,30,1671.583333,0.0,0.019354839,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,35,1763.083333,0.8571428571428571,50.37380951428572,0.9481022829225508,False
4,52.0,1,7.0,46,3087.0,0.003773585,0.021383648,16.94643793,0.0,Mar,2,2,3,8,Returning_Visitor,False,51,3146.0,0.9019607843137256,61.68627450980392,0.981246026700572,True
1,115.0,0,0.0,48,1129.214286,0.008163265,0.010945092,0.0,0.0,May,1,1,2,1,Returning_Visitor,False,49,1244.214286,0.979591836734694,25.39212828571428,0.9075721913066026,False
0,0.0,0,0.0,4,68.0,0.0,0.05,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,4,68.0,1.0,17.0,1.0,False
0,0.0,0,0.0,39,440.6666667,0.015789474,0.046491228,0.0,0.4,May,2,5,3,3,Returning_Visitor,False,39,440.6666667,1.0,11.2991453,1.0,False
6,153.5,0,0.0,34,1048.492063,0.011578947,0.032225685,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,True,40,1201.992063,0.85,30.049801575,0.8722953297903765,False
2,5.0,0,0.0,0,0.0,0.0,0.066666667,0.0,0.8,May,1,1,8,5,New_Visitor,False,2,5.0,0.0,2.5,0.0,False
0,0.0,0,0.0,42,2385.666667,0.003333333,0.035833333,0.0,0.0,Jul,2,5,7,1,Returning_Visitor,False,42,2385.666667,1.0,56.80158730952381,1.0,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,1,0.0,1.0,0.0,0.0,False
0,0.0,0,0.0,18,689.6666667,0.023529412,0.030392157,0.0,0.0,May,2,2,7,6,Returning_Visitor,True,18,689.6666667,1.0,38.31481481666666,1.0,False
1,3.0,0,0.0,3,236.0,0.0,0.025,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,4,239.0,0.75,59.75,0.98744769874477,False
3,14.5,0,0.0,25,1040.75,0.0,0.024266667,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,True,28,1055.25,0.8928571428571429,37.6875,0.986259180289031,False
3,120.0,0,0.0,5,198.0,0.0,0.014285714,0.0,0.0,May,3,3,4,2,New_Visitor,True,8,318.0,0.625,39.75,0.6226415094339622,False
3,80.42857143,0,0.0,61,5900.351378,0.0,0.007213115,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,False,64,5980.779949430001,0.953125,93.44968670984376,0.9865521600677408,False
0,0.0,0,0.0,4,26.0,0.0,0.05,0.0,0.0,May,4,1,1,1,Returning_Visitor,False,4,26.0,1.0,6.5,1.0,False
2,37.2,0,0.0,22,295.0333333,0.0,0.008333333,0.0,0.0,Nov,2,4,3,2,New_Visitor,False,24,332.2333333,0.9166666666666666,13.843055554166666,0.8880305006409182,False
6,36.0,0,0.0,13,125.125,0.047058824,0.053333333,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,True,19,161.125,0.6842105263157895,8.480263157894736,0.7765709852598914,False
1,16.25,0,0.0,34,456.525,0.006060606,0.03030303,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,True,35,472.775,0.9714285714285714,13.507857142857144,0.9656284702025276,False
5,168.2,0,0.0,15,2026.633333,0.008333333,0.039,0.0,0.0,Nov,3,2,7,13,Returning_Visitor,False,20,2194.833333,0.75,109.74166665,0.9233654795236336,True
2,70.0,0,0.0,11,714.5,0.014285714,0.028571429,0.0,0.0,May,2,2,2,6,Returning_Visitor,True,13,784.5,0.8461538461538461,60.34615384615385,0.9107711918419376,False
4,171.25,0,0.0,22,851.5595238,0.004545455,0.031907308,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,26,1022.8095238,0.8461538461538461,39.33882783846154,0.8325690209025799,False
7,381.75,0,0.0,69,2599.015278,0.011805556,0.034545686,5.560270538,0.0,Nov,1,1,1,2,Returning_Visitor,False,76,2980.765278,0.9078947368421052,39.220595763157895,0.8719288624241683,True
0,0.0,0,0.0,6,72.0,0.0,0.05,0.0,0.8,May,2,2,4,4,Returning_Visitor,False,6,72.0,1.0,12.0,1.0,False
2,42.75,0,0.0,31,2526.483333,0.027272727,0.055555556,40.1844879,0.0,Dec,2,4,6,1,Returning_Visitor,False,33,2569.233333,0.9393939393939394,77.85555554545455,0.983360795046948,False
0,0.0,0,0.0,14,242.0833333,0.014285714,0.023809524,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,14,242.0833333,1.0,17.291666664285714,1.0,True
5,229.3333333,4,115.25,28,1474.530303,0.0,0.005429293,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,37,1819.1136363,0.7567567567567568,49.16523341351351,0.8105762463521147,False
1,29.2,0,0.0,13,199.2844444,0.0,0.0,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,False,14,228.4844444,0.9285714285714286,16.320317457142856,0.872201365494797,False
9,497.1666667,0,0.0,20,1170.166667,0.012121212,0.023484848,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,29,1667.3333337,0.6896551724137931,57.494252886206894,0.7018192723366651,False
3,365.0,0,0.0,6,737.75,0.0,0.008333333,0.0,0.0,Nov,1,1,6,2,Returning_Visitor,False,9,1102.75,0.6666666666666666,122.52777777777776,0.669009294944457,False
1,21.0,1,61.0,49,1647.152381,0.0,0.0008,144.3934888,0.0,Mar,2,2,7,2,Returning_Visitor,True,51,1729.152381,0.9607843137254902,33.90494864705882,0.9525779214712252,True
0,0.0,0,0.0,28,475.025,0.0,0.000446429,0.0,0.0,Nov,1,1,6,10,New_Visitor,False,28,475.025,1.0,16.96517857142857,1.0,False
0,0.0,0,0.0,4,123.3,0.0,0.0,67.98927956,0.0,Oct,1,1,1,2,Returning_Visitor,False,4,123.3,1.0,30.825,1.0,True
5,62.0,0,0.0,125,1935.335516,0.0,0.008031496,0.0,0.0,Nov,4,2,3,3,Returning_Visitor,False,130,1997.335516,0.9615384615384616,15.364119353846156,0.9689586454036698,False
0,0.0,0,0.0,15,270.0,0.028571429,0.035714286,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,15,270.0,1.0,18.0,1.0,False
1,30.2,2,30.7,25,348.0611111,0.014814815,0.03037037,0.0,0.0,Oct,3,2,7,1,Returning_Visitor,False,28,408.9611111,0.8928571428571429,14.605753967857142,0.8510860853341418,False
5,68.0,0,0.0,36,818.5,0.007894737,0.028070175,0.0,0.8,May,2,2,1,3,Returning_Visitor,False,41,886.5,0.8780487804878049,21.621951219512194,0.9232938522278624,False
6,192.5,0,0.0,113,3000.666667,0.003478261,0.005217391,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,119,3193.166667,0.9495798319327732,26.83333333613445,0.9397150164476524,False
8,217.0,2,281.5,5,236.1666667,0.0,0.014285714,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,15,734.6666667,0.3333333333333333,48.97777778,0.3214609800670844,False
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,May,1,1,9,4,Returning_Visitor,True,3,0.0,1.0,0.0,0.0,False
6,1541.5,0,0.0,8,188.5,0.0,0.015384615,0.0,0.0,May,3,2,5,4,New_Visitor,True,14,1730.0,0.5714285714285714,123.57142857142856,0.1089595375722543,False
5,426.7,1,200.0,72,4140.333766,0.001315789,0.024597953,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,False,78,4767.033766,0.9230769230769232,61.115817512820506,0.8685346001805518,False
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,False,14,222.4,1.0,15.885714285714286,1.0,False
0,0.0,0,0.0,22,2189.5,0.00952381,0.028571429,0.0,0.0,Nov,4,2,1,10,Returning_Visitor,False,22,2189.5,1.0,99.52272727272728,1.0,False
0,0.0,0,0.0,25,686.5,0.016,0.032,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,True,25,686.5,1.0,27.46,1.0,False
1,25.5,0,0.0,12,250.8333333,0.0,0.016666667,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,13,276.3333333,0.9230769230769232,21.256410253846152,0.9077201447415828,False
1,36.0,0,0.0,17,538.2878788,0.0,0.017708333,18.370625,0.0,May,1,1,1,4,Returning_Visitor,False,18,574.2878788,0.9444444444444444,31.90488215555556,0.9373136691040328,False
0,0.0,0,0.0,10,824.0,0.06,0.09,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,10,824.0,1.0,82.4,1.0,False
0,0.0,0,0.0,10,490.5666667,0.02,0.035,0.0,0.0,June,3,2,2,1,Returning_Visitor,False,10,490.5666667,1.0,49.05666667,1.0,False
0,0.0,2,11.4,43,763.6614286,0.004545455,0.021212121,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,45,775.0614286,0.9555555555555556,17.22358730222222,0.9852914884171284,False
0,0.0,0,0.0,30,685.75,0.0,0.036507937,0.0,0.0,Dec,2,2,2,3,Returning_Visitor,False,30,685.75,1.0,22.85833333333333,1.0,False
5,68.8,0,0.0,33,781.5166667,0.005555556,0.008333333,22.53693712,0.0,Jul,2,2,6,2,New_Visitor,True,38,850.3166666999999,0.868421052631579,22.376754386842105,0.919088966858657,False
0,0.0,0,0.0,21,455.0833333,0.0,0.010526316,14.13268846,0.0,Dec,4,1,1,2,New_Visitor,False,21,455.0833333,1.0,21.670634919047615,1.0,True
1,57.5,0,0.0,22,353.1527778,0.0,0.009090909,0.0,0.0,Nov,1,2,1,2,New_Visitor,False,23,410.6527778,0.9565217391304348,17.8544686,0.8599790306836688,False
0,0.0,1,0.0,22,812.3,0.030848861,0.057391304,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,True,23,812.3,0.9565217391304348,35.31739130434782,1.0,False
0,0.0,0,0.0,24,724.7666667,0.030555556,0.037797619,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,True,24,724.7666667,1.0,30.1986111125,1.0,False
4,59.5,2,662.0,31,1586.154762,0.016666667,0.037334126,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,37,2307.654762,0.8378378378378378,62.369047621621625,0.6873449131642682,False
0,0.0,0,0.0,62,2636.513492,0.04781874,0.061364567,0.0,0.0,Jul,3,2,3,13,Returning_Visitor,True,62,2636.513492,1.0,42.52441116129032,1.0,False
8,259.2836478,2,12.0,53,1854.242845,0.0004329,0.015548371,22.22165124,0.0,Nov,3,2,9,6,Returning_Visitor,False,63,2125.5264928,0.8412698412698413,33.73851575873016,0.8723687290095206,False
5,346.25,0,0.0,3,1692.25,0.0,0.014285714,0.0,0.0,Dec,2,2,9,2,New_Visitor,False,8,2038.5,0.375,254.8125,0.8301447142506745,False
0,0.0,0,0.0,4,96.33333333,0.083333333,0.0875,0.0,0.0,Dec,1,1,2,3,Returning_Visitor,False,4,96.33333333,1.0,24.0833333325,1.0,False
4,172.0,0,0.0,11,787.0,0.033333333,0.053333333,0.0,0.0,May,2,2,1,6,Returning_Visitor,True,15,959.0,0.7333333333333333,63.93333333333333,0.8206465067778936,False
0,0.0,0,0.0,3,57.0,0.0,0.066666667,0.0,0.2,May,2,5,1,2,Returning_Visitor,False,3,57.0,1.0,19.0,1.0,False
3,91.0,2,338.0,11,451.0,0.0,0.006666667,45.7504,0.0,Mar,2,2,1,10,New_Visitor,False,16,880.0,0.6875,55.0,0.5125,True
0,0.0,0,0.0,3,44.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,3,44.5,1.0,14.833333333333334,1.0,False
6,545.0,4,101.5,53,2797.213095,0.004098361,0.02454223,2.227278689,0.8,May,3,2,1,4,Returning_Visitor,False,63,3443.713095,0.8412698412698413,54.66211261904762,0.8122665906928579,False
0,0.0,0,0.0,15,197.0,0.0,0.026666667,0.0,0.2,May,2,2,1,4,Returning_Visitor,False,15,197.0,1.0,13.133333333333333,1.0,False
5,106.3214286,4,189.0,37,1306.028022,0.004263566,0.010939177,33.3335814,0.0,May,2,4,1,3,Returning_Visitor,False,46,1601.3494506,0.8043478260869565,34.81194457826087,0.8155796484712642,False
3,61.19642857,0,0.0,24,747.4,0.028985507,0.025793651,26.34343478,0.4,May,3,2,6,11,Returning_Visitor,False,27,808.59642857,0.8888888888888888,29.94801587296296,0.9243177110264688,False
7,380.8,0,0.0,50,2653.196667,0.015686275,0.027908497,0.0,0.0,Aug,2,2,2,1,Returning_Visitor,False,57,3033.9966670000003,0.8771929824561403,53.22801170175439,0.8744889853895149,False
7,186.6666667,7,790.0066667,57,1720.444748,0.000980392,0.007866316,3.801048407,0.0,Sep,3,2,6,2,Returning_Visitor,True,71,2697.1180814,0.8028169014084507,37.98757861126761,0.637882619921099,False
0,0.0,2,0.0,3,56.75,0.1,0.125,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,5,56.75,0.6,11.35,1.0,False
7,60.0,3,23.0,111,2524.501905,0.001694915,0.018834175,6.445051499,0.0,Mar,3,2,1,2,Returning_Visitor,True,121,2607.501905,0.9173553719008264,21.54960252066116,0.9681687672630866,False
0,0.0,0,0.0,9,166.1666667,0.0,0.025,17.541,1.0,May,2,2,2,4,Returning_Visitor,True,9,166.1666667,1.0,18.462962966666662,1.0,True
11,281.3333333,0,0.0,41,1167.95,0.0,0.011347518,7.907379545,0.0,Nov,1,1,3,2,New_Visitor,True,52,1449.2833333,0.7884615384615384,27.87083333269231,0.8058810676726631,True
1,3.5,0,0.0,49,663.5277778,0.0,0.005319149,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,50,667.0277778,0.98,13.340555556,0.9947528422106442,False
2,225.0,0,0.0,6,549.0,0.0,0.014285714,0.0,0.0,May,3,2,1,4,New_Visitor,False,8,774.0,0.75,96.75,0.7093023255813954,False
3,106.6,0,0.0,11,203.98,0.0,0.004444444,0.0,0.0,Jul,2,2,1,3,New_Visitor,False,14,310.58,0.7857142857142857,22.184285714285718,0.6567712022667268,False
1,2.0,0,0.0,24,958.25,0.025,0.035,24.34016667,0.0,May,2,2,1,6,Returning_Visitor,False,25,960.25,0.96,38.41,0.9979172090601406,False
4,15.5,0,0.0,15,312.7,0.01,0.045,0.0,0.8,May,4,1,3,2,Returning_Visitor,False,19,328.2,0.7894736842105263,17.273684210526316,0.9527726995734308,False
6,93.0,2,23.0,37,783.875,0.003409091,0.031709957,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,True,45,899.875,0.8222222222222222,19.997222222222224,0.8710932073899152,False
3,105.2,0,0.0,25,830.9366667,0.007142857,0.004285714,70.2595851,0.0,Nov,2,2,1,2,Returning_Visitor,False,28,936.1366667,0.8928571428571429,33.43345238214286,0.8876232458975853,False
0,0.0,4,115.8,95,2500.128052,0.005342081,0.011832634,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,99,2615.928052,0.9595959595959596,26.42351567676768,0.9557327274687598,False
1,111.0,0,0.0,13,274.5833333,0.0,0.016666667,0.0,0.0,Nov,1,1,1,2,New_Visitor,False,14,385.5833333,0.9285714285714286,27.541666664285717,0.7121244866835638,False
0,0.0,0,0.0,6,104.6666667,0.0,0.041666667,0.0,0.0,Dec,3,2,1,10,Returning_Visitor,False,6,104.6666667,1.0,17.44444445,1.0,False
0,0.0,0,0.0,2,13.0,0.0,0.1,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,True,2,13.0,1.0,6.5,1.0,False
0,0.0,0,0.0,6,73.75,0.033333333,0.044444444,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,6,73.75,1.0,12.291666666666666,1.0,False
4,31.0,1,46.0,80,1793.777778,0.017857143,0.031725417,0.0,0.6,May,2,2,3,3,Returning_Visitor,False,85,1870.777778,0.9411764705882352,22.009150329411764,0.9588406485764874,False
1,9.0,0,0.0,11,269.96,0.0,0.006666667,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,False,12,278.96,0.9166666666666666,23.246666666666663,0.9677373100086034,False
1,0.0,0,0.0,10,304.0,0.0,0.02,0.0,0.0,May,3,2,4,4,Returning_Visitor,True,11,304.0,0.9090909090909092,27.63636363636364,1.0,False
2,25.0,0,0.0,7,181.75,0.0,0.022222222,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,9,206.75,0.7777777777777778,22.97222222222222,0.879081015719468,False
0,0.0,0,0.0,9,125.5,0.007407407,0.022222222,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,False,9,125.5,1.0,13.944444444444445,1.0,False
0,0.0,0,0.0,18,920.0,0.122222222,0.144444444,0.0,1.0,May,3,2,7,4,Returning_Visitor,True,18,920.0,1.0,51.11111111111112,1.0,False
1,10.0,0,0.0,32,1277.75,0.0,0.006060606,78.12165404,0.0,Dec,8,13,9,20,Other,False,33,1287.75,0.9696969696969696,39.02272727272727,0.992234517569404,True
1,28.53333333,0,0.0,61,2006.688158,0.003278689,0.015460019,2.039270228,0.0,Aug,2,5,3,2,Returning_Visitor,False,62,2035.22149133,0.9838709677419356,32.82615308596774,0.9859802319051998,False
3,60.25,0,0.0,8,131.5833333,0.02,0.013333333,0.0,0.0,Nov,3,2,1,2,New_Visitor,False,11,191.8333333,0.7272727272727273,17.439393936363636,0.6859252823085882,False
4,162.5,2,44.5,20,1115.266667,0.0,0.020661157,0.0,0.0,Mar,1,2,3,10,Returning_Visitor,False,26,1322.266667,0.7692307692307693,50.85641026923077,0.8434506403540761,False
0,0.0,0,0.0,12,442.5,0.0,0.008333333,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,12,442.5,1.0,36.875,1.0,False
7,161.25,1,0.0,32,1038.797619,0.0,0.015714286,59.96777143,0.2,May,1,1,4,2,Returning_Visitor,False,40,1200.047619,0.8,30.001190475,0.8656303321243455,True
4,47.3,1,0.0,32,1870.966667,0.0,0.037037037,0.0,0.0,Aug,2,2,9,2,Returning_Visitor,False,37,1918.266667,0.8648648648648649,51.84504505405405,0.975342322934708,False
3,922.75,0,0.0,56,4681.420833,0.007118644,0.022668819,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,False,59,5604.170833,0.9491525423728814,94.9859463220339,0.835345847316714,False
1,24.0,1,72.0,13,462.0,0.0,0.014285714,23.13,0.0,May,2,2,1,2,Returning_Visitor,False,15,558.0,0.8666666666666667,37.2,0.8279569892473119,True
0,0.0,0,0.0,6,45.33333333,0.033333333,0.066666667,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,6,45.33333333,1.0,7.555555555000001,1.0,False
3,36.3,0,0.0,13,309.55,0.0,0.029166667,0.0,0.0,June,2,2,3,1,Returning_Visitor,False,16,345.85,0.8125,21.615625,0.8950412028335983,False
6,53.0,0,0.0,40,778.8333333,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,True,46,831.8333333,0.8695652173913043,18.083333332608696,0.9362853135618628,False
0,0.0,0,0.0,8,258.0,0.025,0.075,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,8,258.0,1.0,32.25,1.0,False
4,191.0,0,0.0,45,2171.174592,0.0,0.017931489,0.0,0.4,May,2,4,7,6,Returning_Visitor,False,49,2362.174592,0.9183673469387756,48.20764473469387,0.919142301908224,False
0,0.0,0,0.0,72,5465.320175,0.033789954,0.06037786,0.0,0.0,Sep,2,5,2,1,Returning_Visitor,False,72,5465.320175,1.0,75.90722465277777,1.0,False
14,337.58,0,0.0,29,443.5,0.0,0.027027027,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,False,43,781.0799999999999,0.6744186046511628,18.164651162790697,0.567803554053362,False
2,113.0,2,501.0,14,381.75,0.0,0.035294118,0.0,0.0,Dec,2,10,2,2,Returning_Visitor,False,18,995.75,0.7777777777777778,55.31944444444444,0.3833793622897313,False
0,0.0,2,19.0,65,2163.132326,0.0,0.011780384,0.0,0.0,Nov,2,2,8,2,New_Visitor,False,67,2182.132326,0.9701492537313432,32.56913919402985,0.9912929203359412,False
3,82.6,0,0.0,1,16.2,0.0,0.05,0.0,0.0,Nov,2,2,9,2,New_Visitor,False,4,98.8,0.25,24.7,0.1639676113360323,False
0,0.0,0,0.0,11,303.5,0.0,0.012121212,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,11,303.5,1.0,27.59090909090909,1.0,False
0,0.0,0,0.0,12,448.5,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,12,448.5,1.0,37.375,1.0,False
2,44.5,0,0.0,7,212.1666667,0.0,0.00625,0.0,0.0,Mar,3,2,1,8,New_Visitor,True,9,256.6666667,0.7777777777777778,28.518518522222223,0.826623376645893,False
5,263.0,0,0.0,3,212.0,0.0,0.028571429,0.0,0.0,Mar,1,1,9,8,New_Visitor,False,8,475.0,0.375,59.375,0.4463157894736842,False
8,63.0,0,0.0,36,1500.380952,0.010810811,0.01981982,14.33124324,0.0,May,2,2,2,4,Returning_Visitor,False,44,1563.380952,0.8181818181818182,35.53138527272727,0.9597027199804338,False
2,90.0,0,0.0,3,202.8333333,0.0,0.013333333,0.0,0.0,May,3,2,7,2,Returning_Visitor,False,5,292.8333333,0.6,58.56666666,0.692657939634907,False
10,367.6333333,5,74.5,181,4287.960606,0.0,0.012467279,4.529635712,0.0,Oct,2,2,4,1,Returning_Visitor,False,196,4730.0939393,0.923469387755102,24.133132343367347,0.9065275787386516,False
0,0.0,0,0.0,25,644.875,0.0,0.044,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,25,644.875,1.0,25.795,1.0,False
0,0.0,0,0.0,6,1038.0,0.033333333,0.066666667,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,6,1038.0,1.0,173.0,1.0,False
2,33.5,1,91.0,31,1271.821212,0.0,0.011505376,1.592774194,0.0,Mar,1,8,4,1,Returning_Visitor,False,34,1396.321212,0.9117647058823528,41.06827094117647,0.9108371348010432,True
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,3,5,2,Returning_Visitor,False,1,0.0,1.0,0.0,0.0,False
4,118.7,0,0.0,3,89.5,0.0,0.047619048,0.0,0.0,Nov,3,2,1,4,Returning_Visitor,False,7,208.2,0.4285714285714285,29.74285714285714,0.4298751200768492,False
6,65.25,0,0.0,21,829.3333333,0.0,0.008333333,0.0,0.0,Nov,2,5,4,1,Returning_Visitor,True,27,894.5833333,0.7777777777777778,33.13271604814815,0.9270610153675664,False
4,111.0,0,0.0,4,54.0,0.0,0.028571429,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,8,165.0,0.5,20.625,0.3272727272727272,False
8,121.6666667,2,62.0,30,1688.72619,0.0,0.011764706,15.08488235,0.0,May,2,2,3,2,Returning_Visitor,False,40,1872.3928567,0.75,46.8098214175,0.9019080498823824,True
4,149.5,3,56.5,10,368.0,0.0,0.013333333,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,17,574.0,0.5882352941176471,33.76470588235294,0.6411149825783972,False
4,87.0,5,242.75,61,4081.041667,0.0,0.019375,0.0,0.0,Nov,2,5,6,2,Returning_Visitor,True,70,4410.791667,0.8714285714285714,63.011309528571424,0.925240177978236,False
0,0.0,0,0.0,10,126.8333333,0.04,0.06,0.0,0.0,May,2,5,1,1,Returning_Visitor,False,10,126.8333333,1.0,12.68333333,1.0,False
11,449.75,0,0.0,52,1786.109649,0.0,0.017118644,40.65671234,0.0,Nov,1,1,1,2,Returning_Visitor,False,63,2235.859649,0.8253968253968254,35.4898356984127,0.7988469445292986,False
8,293.0,0,0.0,12,399.0666667,0.003030303,0.010606061,37.86167396,0.0,Nov,4,1,3,3,Returning_Visitor,False,20,692.0666667,0.6,34.603333335,0.5766303824498299,True
3,39.5,2,51.0,33,814.5,0.006060606,0.01969697,0.0,0.8,May,2,2,4,1,Returning_Visitor,False,38,905.0,0.868421052631579,23.81578947368421,0.9,False
0,0.0,0,0.0,2,14.0,0.0,0.1,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,False,2,14.0,1.0,7.0,1.0,False
0,0.0,0,0.0,27,359.0,0.0,0.020512821,0.0,0.0,May,1,1,7,2,Returning_Visitor,True,27,359.0,1.0,13.296296296296296,1.0,False
0,0.0,0,0.0,113,5178.531731,0.003896104,0.030191572,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,113,5178.531731,1.0,45.82771443362832,1.0,True
3,30.5,0,0.0,23,422.730303,0.008333333,0.0125,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,26,453.230303,0.8846153846153846,17.431934730769232,0.9327052939794276,False
0,0.0,0,0.0,5,586.0,0.0,0.06,0.0,0.0,Nov,2,4,9,10,Returning_Visitor,True,5,586.0,1.0,117.2,1.0,False
5,102.0676923,2,16.0,142,6223.870847,0.0,0.006649462,15.47720763,0.0,May,2,2,3,2,Returning_Visitor,True,149,6341.9385393,0.953020134228188,42.56334590134228,0.9813830279861034,True
4,55.0,3,17.25,100,1284.361822,0.001923077,0.011603935,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,False,107,1356.611822,0.9345794392523364,12.678615158878506,0.946742318747094,False
